ip,endpoint,requests_per_minute,failed_logins,payload_size,unusual_time,attack
192.168.1.105,/profile,58,7,4543,0,0
192.168.1.247,/login,114,1,2449,0,1
192.168.1.57,/login,100,2,2983,0,1
192.168.1.33,/payment,99,1,3841,0,1
192.168.1.50,/profile,106,5,4046,0,1
192.168.1.73,/login,83,19,4231,0,1
192.168.1.232,/profile,64,20,3591,0,1
192.168.1.159,/profile,104,15,1540,1,1
192.168.1.166,/profile,78,18,3701,0,1
192.168.1.100,/cart,105,14,4673,0,1
192.168.1.179,/profile,37,11,1732,0,1
192.168.1.158,/cart,72,14,725,0,1
192.168.1.139,/profile,60,5,384,1,0
192.168.1.169,/payment,112,10,3416,1,1
192.168.1.32,/cart,12,17,2120,1,1
192.168.1.189,/cart,40,6,4341,1,0
192.168.1.60,/products,33,11,2844,0,0
192.168.1.240,/profile,103,0,340,1,1
192.168.1.98,/login,23,6,3823,1,0
192.168.1.131,/products,65,15,4715,0,1
192.168.1.101,/profile,108,13,2984,0,1
192.168.1.218,/products,7,6,2046,0,0
192.168.1.94,/cart,12,6,3735,1,0
192.168.1.80,/login,94,5,1414,0,0
192.168.1.158,/payment,61,9,3680,1,0
192.168.1.45,/login,101,8,3468,1,1
192.168.1.1,/profile,106,16,1333,1,1
192.168.1.150,/products,32,0,1433,1,0
192.168.1.48,/cart,22,15,1837,1,1
192.168.1.104,/products,29,18,4877,1,1
192.168.1.170,/products,108,18,2465,0,1
192.168.1.57,/cart,19,8,4058,1,0
192.168.1.108,/profile,85,1,1334,1,0
192.168.1.53,/payment,86,1,1828,0,0
192.168.1.100,/login,95,16,704,0,1
192.168.1.114,/payment,20,11,1667,0,0
192.168.1.250,/payment,16,16,3212,0,1
192.168.1.165,/login,2,2,3372,1,0
192.168.1.215,/payment,103,3,3213,1,1
192.168.1.67,/products,99,10,2003,1,0
192.168.1.59,/products,17,13,398,1,1
192.168.1.153,/products,82,19,3796,0,1
192.168.1.143,/payment,106,19,4952,1,1
192.168.1.78,/profile,73,5,362,0,0
192.168.1.114,/cart,84,6,392,0,1
192.168.1.87,/profile,110,14,1358,0,1
192.168.1.107,/cart,19,10,1999,1,0
192.168.1.99,/payment,28,7,3107,1,0
192.168.1.238,/cart,60,0,1011,0,0
192.168.1.183,/profile,73,15,4710,0,1
192.168.1.75,/profile,93,5,3723,0,1
192.168.1.87,/products,92,14,4173,1,1
192.168.1.89,/products,34,18,485,0,1
192.168.1.148,/payment,10,12,271,0,1
192.168.1.80,/login,76,8,1521,1,0
192.168.1.179,/login,108,3,2585,1,1
192.168.1.125,/cart,105,18,565,0,1
192.168.1.110,/payment,1,18,3401,0,1
192.168.1.75,/products,32,2,4565,1,0
192.168.1.40,/cart,70,15,323,0,0
192.168.1.192,/payment,58,14,4316,1,1
192.168.1.234,/payment,109,8,1373,1,1
192.168.1.46,/profile,1,7,2959,1,0
192.168.1.144,/products,88,16,4643,0,1
192.168.1.74,/products,117,18,2680,1,1
192.168.1.172,/login,72,4,3800,0,0
192.168.1.28,/payment,104,20,2696,1,1
192.168.1.27,/login,19,13,570,1,1
192.168.1.221,/cart,17,6,1309,1,0
192.168.1.214,/payment,9,7,1276,0,0
192.168.1.155,/login,49,3,2925,1,0
192.168.1.121,/products,6,5,1764,0,0
192.168.1.185,/login,119,18,803,1,1
192.168.1.82,/payment,45,6,883,0,0
192.168.1.93,/products,36,12,354,1,1
192.168.1.173,/profile,55,7,441,0,0
192.168.1.237,/cart,9,11,4628,1,0
192.168.1.239,/cart,29,9,4447,1,1
192.168.1.142,/products,5,12,3521,1,1
192.168.1.93,/payment,9,19,2006,0,1
192.168.1.129,/products,75,12,1667,1,1
192.168.1.22,/login,18,11,1217,1,0
192.168.1.230,/products,38,15,3316,1,1
192.168.1.31,/payment,74,13,4757,0,0
192.168.1.201,/payment,43,18,2388,0,1
192.168.1.255,/payment,89,5,497,1,0
192.168.1.94,/profile,58,0,3175,0,0
192.168.1.44,/profile,26,4,4719,1,0
192.168.1.111,/profile,88,17,200,0,1
192.168.1.69,/products,91,20,903,1,1
192.168.1.221,/payment,113,9,2016,0,1
192.168.1.134,/login,66,9,4976,1,0
192.168.1.40,/payment,48,12,2579,1,1
192.168.1.45,/payment,50,13,324,0,0
192.168.1.151,/login,70,14,907,1,0
192.168.1.26,/login,1,7,3625,0,0
192.168.1.65,/payment,45,6,1930,1,0
192.168.1.149,/cart,63,4,2568,0,0
192.168.1.182,/products,17,3,536,1,0
192.168.1.227,/cart,43,17,3587,1,1
192.168.1.174,/cart,44,4,775,0,0
192.168.1.167,/payment,43,18,3281,0,1
192.168.1.27,/login,14,17,4561,0,1
192.168.1.2,/cart,59,16,2296,1,1
192.168.1.84,/login,113,11,2663,1,1
192.168.1.130,/products,17,5,924,1,0
192.168.1.182,/payment,20,6,2188,1,0
192.168.1.66,/profile,21,19,4566,0,1
192.168.1.252,/payment,91,18,4566,0,1
192.168.1.211,/profile,37,13,3752,1,1
192.168.1.107,/cart,5,7,413,1,0
192.168.1.59,/login,2,20,3123,1,1
192.168.1.171,/cart,115,3,1621,1,1
192.168.1.18,/payment,28,2,3959,1,0
192.168.1.148,/cart,108,14,875,1,1
192.168.1.33,/products,10,8,1233,1,0
192.168.1.138,/cart,104,0,2164,0,1
192.168.1.71,/profile,47,5,3288,0,0
192.168.1.171,/payment,81,7,2101,0,1
192.168.1.86,/products,11,14,3822,0,1
192.168.1.223,/payment,95,10,3349,0,0
192.168.1.147,/profile,11,14,704,0,1
192.168.1.180,/profile,74,13,566,1,1
192.168.1.194,/cart,29,4,4663,0,0
192.168.1.123,/products,44,12,3810,0,1
192.168.1.8,/cart,80,2,3312,0,1
192.168.1.98,/cart,77,1,2615,1,0
192.168.1.24,/cart,119,7,1580,0,1
192.168.1.154,/payment,80,3,3337,0,0
192.168.1.9,/payment,67,7,3510,1,0
192.168.1.251,/cart,105,0,3251,1,1
192.168.1.7,/cart,96,4,3397,1,0
192.168.1.242,/payment,78,11,1521,0,1
192.168.1.110,/payment,54,5,3035,1,0
192.168.1.162,/login,94,13,3774,1,1
192.168.1.81,/profile,20,14,4150,0,1
192.168.1.11,/cart,104,18,3188,0,1
192.168.1.173,/profile,13,2,4536,1,0
192.168.1.181,/login,90,10,1963,0,1
192.168.1.203,/cart,90,16,1726,1,1
192.168.1.31,/cart,36,10,2355,0,0
192.168.1.191,/products,5,11,2254,0,1
192.168.1.198,/login,34,3,1750,1,0
192.168.1.134,/cart,44,3,3502,1,0
192.168.1.150,/profile,26,13,4663,0,1
192.168.1.230,/login,119,3,3124,1,1
192.168.1.191,/cart,70,12,1093,1,1
192.168.1.122,/payment,87,11,4503,0,0
192.168.1.243,/login,60,1,1688,1,0
192.168.1.27,/products,52,14,264,0,1
192.168.1.111,/cart,56,13,627,1,1
192.168.1.105,/profile,35,3,2663,1,0
192.168.1.137,/products,98,14,4415,0,1
192.168.1.72,/products,7,19,2857,0,1
192.168.1.218,/cart,92,8,3406,1,1
192.168.1.95,/cart,55,0,1933,1,0
192.168.1.80,/cart,22,6,4616,0,0
192.168.1.246,/cart,90,11,2058,1,1
192.168.1.227,/login,50,12,1494,1,0
192.168.1.17,/cart,92,15,641,0,1
192.168.1.41,/profile,51,4,4906,1,0
192.168.1.58,/profile,63,18,2108,0,1
192.168.1.17,/login,9,4,2843,1,0
192.168.1.63,/login,81,0,3010,1,0
192.168.1.197,/profile,91,9,2634,1,0
192.168.1.42,/cart,32,15,1916,1,1
192.168.1.180,/login,2,13,3620,0,0
192.168.1.36,/cart,79,7,4724,1,1
192.168.1.240,/cart,60,19,1019,0,1
192.168.1.117,/cart,14,20,4308,0,1
192.168.1.180,/cart,3,15,3136,0,1
192.168.1.87,/products,25,18,1372,1,1
192.168.1.233,/profile,26,17,4628,0,1
192.168.1.30,/login,66,19,2758,1,1
192.168.1.161,/products,51,3,2441,0,0
192.168.1.76,/profile,100,10,793,0,1
192.168.1.52,/login,110,0,1463,1,1
192.168.1.162,/login,69,6,2843,1,0
192.168.1.179,/payment,36,10,2194,0,1
192.168.1.177,/cart,55,5,4287,0,0
192.168.1.202,/products,64,17,2286,0,1
192.168.1.26,/payment,84,4,4997,1,0
192.168.1.130,/payment,80,14,209,0,0
192.168.1.11,/payment,117,19,4698,0,1
192.168.1.18,/products,66,10,2140,0,0
192.168.1.169,/login,29,19,1899,1,1
192.168.1.125,/payment,53,1,4021,0,0
192.168.1.252,/products,37,2,1506,0,0
192.168.1.98,/products,117,14,474,0,1
192.168.1.204,/payment,91,17,754,0,1
192.168.1.171,/profile,26,12,2930,1,0
192.168.1.150,/products,107,15,1264,0,1
192.168.1.149,/login,62,5,2335,1,0
192.168.1.72,/login,83,17,3475,1,1
192.168.1.223,/products,110,11,3592,0,1
192.168.1.1,/payment,64,10,4075,0,0
192.168.1.253,/profile,96,4,4381,0,0
192.168.1.40,/login,92,15,3367,1,1
192.168.1.219,/payment,75,17,3157,0,1
192.168.1.114,/products,38,10,623,0,0
192.168.1.127,/products,74,2,585,0,0
192.168.1.224,/login,92,9,1055,1,1
192.168.1.51,/login,118,7,3486,1,1
192.168.1.166,/login,70,18,1450,1,1
192.168.1.132,/payment,120,17,1290,1,1
192.168.1.157,/products,59,1,1581,0,0
192.168.1.211,/login,88,2,2892,1,0
192.168.1.64,/login,46,2,501,0,0
192.168.1.183,/profile,24,10,3169,0,0
192.168.1.50,/profile,60,13,2048,1,1
192.168.1.236,/profile,92,17,3653,0,1
192.168.1.74,/cart,60,16,2872,0,1
192.168.1.117,/cart,91,11,4003,0,0
192.168.1.148,/profile,69,8,4198,0,0
192.168.1.159,/profile,68,4,692,1,0
192.168.1.188,/payment,93,18,1058,1,1
192.168.1.180,/login,74,2,3600,0,0
192.168.1.2,/profile,75,5,1925,0,0
192.168.1.92,/products,74,2,441,0,0
192.168.1.180,/cart,7,1,1332,0,0
192.168.1.86,/login,27,13,2843,1,0
192.168.1.22,/profile,50,18,514,1,1
192.168.1.193,/products,67,18,2482,1,1
192.168.1.136,/login,93,20,4057,1,1
192.168.1.47,/payment,8,3,4782,1,0
192.168.1.218,/payment,73,16,3275,0,1
192.168.1.248,/login,21,1,249,0,0
192.168.1.56,/profile,60,19,2310,0,1
192.168.1.77,/products,103,17,1504,1,1
192.168.1.170,/profile,111,6,1568,0,1
192.168.1.4,/cart,79,16,4375,0,1
192.168.1.179,/products,110,0,4759,0,1
192.168.1.76,/products,32,7,4741,0,0
192.168.1.113,/profile,41,0,2305,0,0
192.168.1.206,/products,72,7,3479,1,0
192.168.1.246,/payment,99,20,3447,0,1
192.168.1.189,/profile,23,1,4008,1,0
192.168.1.222,/products,50,8,729,1,0
192.168.1.5,/login,76,20,3716,1,1
192.168.1.27,/cart,74,13,3303,1,1
192.168.1.155,/login,22,11,1995,0,0
192.168.1.236,/cart,43,17,2124,1,1
192.168.1.118,/login,27,8,2095,1,0
192.168.1.145,/cart,1,14,1953,0,0
192.168.1.40,/login,95,1,4469,1,0
192.168.1.191,/payment,118,3,1313,1,1
192.168.1.92,/products,38,4,2138,0,0
192.168.1.204,/profile,58,8,4333,0,0
192.168.1.94,/cart,103,9,847,1,1
192.168.1.247,/payment,85,12,4919,1,1
192.168.1.197,/cart,21,18,596,1,1
192.168.1.30,/login,111,17,660,1,1
192.168.1.1,/profile,51,12,2434,0,1
192.168.1.191,/login,81,20,3765,0,1
192.168.1.36,/cart,44,1,1644,1,0
192.168.1.24,/products,106,13,3600,0,1
192.168.1.157,/profile,51,15,218,0,1
192.168.1.37,/cart,46,7,2714,1,0
192.168.1.11,/payment,98,11,4562,1,1
192.168.1.88,/login,87,0,3532,0,0
192.168.1.136,/login,120,9,1510,0,1
192.168.1.15,/login,16,2,1436,0,0
192.168.1.81,/login,27,14,3630,1,1
192.168.1.70,/login,107,2,1740,0,1
192.168.1.142,/cart,82,2,2791,1,1
192.168.1.6,/profile,67,18,1489,1,1
192.168.1.195,/cart,7,0,1531,0,0
192.168.1.187,/cart,113,13,3820,0,1
192.168.1.3,/cart,65,2,762,1,0
192.168.1.57,/profile,69,10,3495,0,1
192.168.1.4,/login,14,1,4117,0,0
192.168.1.155,/cart,67,9,4995,0,0
192.168.1.76,/profile,91,20,4461,1,1
192.168.1.26,/payment,39,11,996,0,0
192.168.1.167,/products,8,2,1417,1,0
192.168.1.171,/login,14,6,2089,0,0
192.168.1.156,/profile,61,18,2893,0,1
192.168.1.88,/payment,19,6,4568,0,0
192.168.1.172,/cart,19,6,1549,1,0
192.168.1.150,/products,94,13,2548,1,1
192.168.1.221,/payment,81,2,3968,0,0
192.168.1.38,/payment,90,9,899,1,0
192.168.1.141,/payment,87,7,3790,1,1
192.168.1.24,/login,78,20,4031,0,1
192.168.1.16,/payment,87,4,711,1,1
192.168.1.41,/cart,22,12,4221,1,0
192.168.1.125,/profile,62,18,2133,0,1
192.168.1.234,/profile,22,15,2334,0,1
192.168.1.37,/profile,4,14,3871,0,1
192.168.1.70,/products,42,5,1310,1,0
192.168.1.153,/login,44,1,4997,0,0
192.168.1.188,/login,3,14,691,1,1
192.168.1.37,/cart,4,8,2257,0,0
192.168.1.87,/cart,14,7,427,1,0
192.168.1.21,/payment,100,12,4697,0,1
192.168.1.128,/products,68,17,3645,0,1
192.168.1.164,/payment,110,3,2121,0,1
192.168.1.8,/payment,70,10,1086,1,0
192.168.1.46,/products,88,19,492,0,1
192.168.1.142,/profile,20,19,3754,1,1
192.168.1.25,/products,9,14,1322,0,0
192.168.1.60,/products,10,12,4216,1,0
192.168.1.49,/products,111,6,284,1,1
192.168.1.28,/profile,87,1,763,1,1
192.168.1.221,/cart,28,3,755,1,0
192.168.1.87,/payment,58,11,3714,1,0
192.168.1.53,/cart,51,12,1364,1,1
192.168.1.184,/login,1,1,1933,0,0
192.168.1.20,/payment,53,20,3691,1,1
192.168.1.147,/products,56,4,3643,0,0
192.168.1.245,/login,56,9,4578,0,0
192.168.1.11,/profile,43,13,3993,1,1
192.168.1.103,/payment,51,7,4496,0,0
192.168.1.144,/cart,31,5,1425,1,0
192.168.1.98,/profile,19,5,3495,0,0
192.168.1.126,/login,11,19,3814,0,1
192.168.1.218,/cart,40,3,943,0,0
192.168.1.236,/profile,116,16,4308,1,1
192.168.1.214,/login,65,4,4258,1,0
192.168.1.90,/profile,32,14,3356,1,1
192.168.1.16,/login,91,14,1127,0,1
192.168.1.87,/cart,63,8,4823,1,0
192.168.1.64,/payment,119,4,2577,0,1
192.168.1.209,/products,71,3,1010,0,0
192.168.1.168,/payment,43,0,408,1,0
192.168.1.97,/products,90,0,2068,0,1
192.168.1.30,/profile,45,5,2664,1,0
192.168.1.220,/profile,107,15,1448,1,1
192.168.1.141,/cart,88,7,4791,0,0
192.168.1.242,/login,98,6,2384,0,1
192.168.1.110,/products,91,1,2117,1,0
192.168.1.102,/cart,57,6,2024,1,0
192.168.1.159,/products,76,16,1231,1,1
192.168.1.76,/login,36,13,2358,1,0
192.168.1.220,/cart,27,17,2019,0,1
192.168.1.237,/payment,89,16,3532,1,1
192.168.1.141,/products,24,7,1140,0,0
192.168.1.144,/login,69,20,3458,1,1
192.168.1.177,/payment,84,0,2064,1,0
192.168.1.114,/products,15,5,3036,0,0
192.168.1.8,/profile,107,14,2614,0,1
192.168.1.93,/payment,102,17,3843,0,1
192.168.1.235,/payment,104,10,2344,1,0
192.168.1.137,/cart,75,8,4010,1,0
192.168.1.33,/cart,72,9,1448,0,0
192.168.1.223,/payment,43,4,4747,0,0
192.168.1.119,/login,30,17,3950,1,1
192.168.1.154,/login,66,10,3839,1,0
192.168.1.37,/profile,48,15,4073,0,1
192.168.1.100,/payment,16,13,4344,1,1
192.168.1.192,/products,24,9,4050,1,0
192.168.1.152,/login,115,12,1529,1,1
192.168.1.9,/cart,55,16,4333,0,1
192.168.1.69,/cart,28,1,1872,0,0
192.168.1.147,/cart,8,13,2652,1,0
192.168.1.120,/login,111,9,4403,1,1
192.168.1.57,/cart,47,16,1414,1,1
192.168.1.6,/payment,10,8,1384,1,0
192.168.1.196,/login,6,10,1485,1,0
192.168.1.133,/login,103,15,1567,0,1
192.168.1.243,/cart,9,0,1590,1,0
192.168.1.129,/payment,82,8,4941,1,0
192.168.1.106,/profile,106,11,3180,1,1
192.168.1.101,/profile,111,13,2128,0,1
192.168.1.161,/products,84,3,2057,1,1
192.168.1.116,/profile,109,10,540,0,1
192.168.1.82,/cart,114,9,1835,1,1
192.168.1.66,/products,94,8,1064,1,1
192.168.1.225,/products,41,5,4746,0,0
192.168.1.241,/profile,29,3,3965,1,0
192.168.1.154,/profile,109,12,3763,1,1
192.168.1.20,/profile,20,19,898,1,1
192.168.1.138,/products,84,13,3641,1,1
192.168.1.46,/login,61,2,3078,1,0
192.168.1.230,/profile,38,3,1181,0,0
192.168.1.69,/payment,16,20,2603,0,1
192.168.1.180,/profile,114,0,4560,0,1
192.168.1.142,/payment,96,4,1746,1,0
192.168.1.219,/profile,78,5,2005,0,0
192.168.1.217,/profile,37,10,2927,1,0
192.168.1.151,/cart,23,14,1940,1,1
192.168.1.65,/cart,116,11,590,1,1
192.168.1.29,/payment,75,9,4585,1,0
192.168.1.104,/payment,119,11,2071,0,1
192.168.1.183,/login,106,16,1960,0,1
192.168.1.208,/login,31,10,3939,1,0
192.168.1.155,/profile,52,1,4961,1,0
192.168.1.126,/login,58,8,1085,0,0
192.168.1.51,/profile,23,9,641,0,0
192.168.1.18,/payment,39,19,1380,1,1
192.168.1.243,/payment,83,3,3004,1,0
192.168.1.17,/profile,73,5,1944,1,0
192.168.1.101,/payment,40,16,1945,1,1
192.168.1.136,/cart,68,15,4117,1,1
192.168.1.121,/profile,6,14,1200,1,1
192.168.1.213,/products,10,9,3680,0,0
192.168.1.231,/cart,3,9,3926,0,0
192.168.1.98,/products,34,10,4123,0,1
192.168.1.167,/products,35,19,2667,0,1
192.168.1.87,/payment,95,13,3565,1,1
192.168.1.235,/payment,79,19,710,0,1
192.168.1.67,/payment,87,1,2913,0,0
192.168.1.184,/profile,98,8,3653,1,1
192.168.1.110,/profile,68,18,4700,0,1
192.168.1.240,/login,43,8,3358,1,0
192.168.1.178,/profile,84,6,3928,1,0
192.168.1.6,/payment,109,13,1280,0,1
192.168.1.145,/profile,116,2,2541,0,1
192.168.1.150,/payment,15,12,3343,0,1
192.168.1.12,/payment,103,0,1124,0,1
192.168.1.202,/cart,109,3,1660,0,1
192.168.1.168,/cart,31,11,338,0,1
192.168.1.208,/profile,16,5,2785,0,0
192.168.1.162,/login,104,1,4809,0,1
192.168.1.195,/login,74,17,1986,0,1
192.168.1.170,/payment,73,6,2969,1,0
192.168.1.216,/cart,51,10,1758,1,0
192.168.1.241,/login,72,1,4722,0,0
192.168.1.173,/profile,68,17,2185,0,1
192.168.1.25,/cart,90,12,2468,1,1
192.168.1.241,/payment,63,12,2231,1,1
192.168.1.188,/payment,106,20,3755,0,1
192.168.1.14,/cart,109,1,4149,0,1
192.168.1.126,/login,42,5,2851,0,0
192.168.1.13,/products,101,8,301,1,0
192.168.1.148,/products,18,0,2997,0,0
192.168.1.98,/products,48,15,1442,0,1
192.168.1.119,/cart,55,18,1590,0,1
192.168.1.50,/login,114,11,1922,1,1
192.168.1.53,/profile,50,18,1092,0,1
192.168.1.121,/products,88,1,4855,1,1
192.168.1.190,/products,4,14,2676,0,1
192.168.1.223,/profile,95,7,3695,1,0
192.168.1.212,/profile,3,5,1340,1,0
192.168.1.50,/profile,99,3,2609,1,1
192.168.1.2,/cart,70,3,1504,1,0
192.168.1.123,/payment,89,12,4308,0,1
192.168.1.100,/payment,76,16,2001,1,1
192.168.1.65,/login,114,0,862,0,1
192.168.1.63,/cart,101,0,2567,1,1
192.168.1.207,/payment,4,18,1072,1,1
192.168.1.25,/products,11,2,2460,0,0
192.168.1.97,/profile,115,0,2854,1,1
192.168.1.41,/products,58,12,2487,0,1
192.168.1.4,/login,34,3,391,0,0
192.168.1.208,/cart,55,4,3454,0,0
192.168.1.117,/profile,52,8,3106,1,0
192.168.1.243,/products,99,19,4835,1,1
192.168.1.57,/profile,16,8,1192,1,0
192.168.1.254,/products,103,13,2601,1,1
192.168.1.42,/login,1,6,3118,1,0
192.168.1.238,/login,48,11,1762,1,0
192.168.1.252,/cart,25,7,4118,1,0
192.168.1.67,/profile,101,8,675,0,1
192.168.1.170,/products,96,6,4826,1,1
192.168.1.255,/payment,108,18,2329,0,1
192.168.1.101,/cart,109,2,4893,0,1
192.168.1.223,/login,54,15,3414,0,1
192.168.1.72,/profile,72,10,1470,0,0
192.168.1.202,/payment,119,6,3843,1,1
192.168.1.216,/profile,8,4,303,1,0
192.168.1.141,/payment,14,0,3287,1,0
192.168.1.30,/payment,61,20,3003,1,1
192.168.1.238,/products,53,18,3227,0,1
192.168.1.23,/profile,58,4,1968,1,0
192.168.1.248,/login,108,0,3940,0,1
192.168.1.182,/products,96,6,4362,1,0
192.168.1.249,/products,85,19,4451,1,1
192.168.1.239,/cart,117,7,1878,0,1
192.168.1.229,/products,107,6,2844,1,1
192.168.1.46,/profile,109,12,2973,0,1
192.168.1.107,/profile,72,14,4066,1,1
192.168.1.43,/cart,4,7,4148,0,0
192.168.1.189,/cart,44,5,2865,0,0
192.168.1.230,/profile,33,15,4381,0,0
192.168.1.77,/profile,91,17,1375,0,1
192.168.1.172,/cart,109,2,3473,0,1
192.168.1.14,/cart,41,10,4979,0,0
192.168.1.250,/profile,29,7,918,0,0
192.168.1.230,/profile,101,11,4145,0,1
192.168.1.112,/payment,41,15,3104,1,1
192.168.1.133,/login,58,18,2974,1,1
192.168.1.120,/payment,67,16,3937,1,1
192.168.1.158,/products,53,5,1894,1,0
192.168.1.115,/login,101,3,987,0,1
192.168.1.34,/payment,111,14,1844,1,1
192.168.1.161,/login,23,10,4875,1,0
192.168.1.107,/products,48,20,3728,1,1
192.168.1.53,/profile,31,14,2355,1,1
192.168.1.8,/login,73,12,4871,0,0
192.168.1.11,/products,112,1,303,0,1
192.168.1.125,/login,103,20,3995,1,1
192.168.1.241,/products,36,14,369,0,0
192.168.1.153,/products,11,19,4613,1,1
192.168.1.49,/login,103,12,4156,0,1
192.168.1.109,/login,106,17,2057,1,1
192.168.1.165,/products,101,11,1932,0,1
192.168.1.123,/login,86,0,2802,0,1
192.168.1.211,/products,24,1,361,0,0
192.168.1.237,/cart,54,13,366,0,1
192.168.1.213,/login,4,2,1557,0,0
192.168.1.14,/profile,94,13,4303,1,1
192.168.1.202,/products,65,11,3359,0,1
192.168.1.195,/login,10,13,1353,1,0
192.168.1.167,/products,30,4,3909,0,0
192.168.1.211,/profile,118,16,3617,0,1
192.168.1.36,/login,120,1,4566,0,1
192.168.1.249,/login,67,10,1075,0,1
192.168.1.170,/login,48,0,2202,1,0
192.168.1.126,/login,106,15,3654,1,1
192.168.1.187,/login,24,10,3724,1,1
192.168.1.212,/products,107,18,1776,0,1
192.168.1.216,/login,72,10,3407,0,0
192.168.1.6,/profile,87,15,2909,1,1
192.168.1.38,/profile,25,7,1681,0,0
192.168.1.188,/products,10,17,3276,1,1
192.168.1.73,/products,69,9,4058,1,0
192.168.1.155,/login,9,1,4395,1,0
192.168.1.188,/login,62,15,1135,0,1
192.168.1.207,/products,81,12,3012,0,0
192.168.1.16,/login,9,20,2220,0,1
192.168.1.136,/profile,81,17,4781,0,1
192.168.1.234,/login,71,17,3697,0,1
192.168.1.76,/cart,78,14,1629,1,0
192.168.1.3,/payment,5,13,4475,1,1
192.168.1.98,/products,79,13,1116,0,0
192.168.1.100,/profile,106,16,490,0,1
192.168.1.222,/login,16,19,4891,1,1
192.168.1.36,/products,74,16,2060,1,1
192.168.1.117,/profile,37,6,484,1,0
192.168.1.139,/profile,38,6,3304,0,0
192.168.1.25,/profile,114,18,989,0,1
192.168.1.130,/payment,35,18,4527,1,1
192.168.1.171,/payment,83,16,4093,1,1
192.168.1.40,/login,29,16,1618,1,1
192.168.1.77,/products,43,1,3273,1,0
192.168.1.143,/profile,96,4,2956,1,1
192.168.1.159,/payment,17,15,837,0,1
192.168.1.229,/cart,2,3,3168,1,0
192.168.1.84,/cart,116,8,2324,1,1
192.168.1.156,/payment,71,7,4282,0,0
192.168.1.175,/products,17,9,2484,0,0
192.168.1.52,/cart,82,16,3663,1,1
192.168.1.222,/login,44,3,4037,0,0
192.168.1.255,/cart,19,9,1590,0,0
192.168.1.20,/products,44,9,2586,1,0
192.168.1.219,/payment,96,13,3505,1,1
192.168.1.232,/login,54,0,4732,0,0
192.168.1.251,/cart,63,14,1249,1,1
192.168.1.62,/products,100,0,1394,0,1
192.168.1.159,/payment,55,15,637,0,0
192.168.1.153,/payment,96,13,4592,0,1
192.168.1.24,/cart,77,10,2786,1,1
192.168.1.118,/payment,34,2,2203,1,0
192.168.1.210,/products,105,13,2182,1,1
192.168.1.5,/login,105,5,2420,1,0
192.168.1.226,/cart,39,16,4959,0,1
192.168.1.29,/payment,36,10,4768,0,0
192.168.1.85,/products,39,20,2037,1,1
192.168.1.94,/profile,111,16,1916,1,1
192.168.1.241,/products,62,14,2170,0,1
192.168.1.241,/payment,43,6,1177,0,0
192.168.1.57,/cart,64,4,301,0,0
192.168.1.202,/payment,45,13,1947,0,1
192.168.1.234,/products,69,14,3218,0,0
192.168.1.141,/cart,27,1,834,1,0
192.168.1.155,/login,72,20,1816,0,1
192.168.1.139,/login,84,5,507,0,0
192.168.1.140,/products,37,8,3899,1,0
192.168.1.120,/login,101,18,1439,0,1
192.168.1.152,/profile,48,12,4429,1,0
192.168.1.48,/profile,54,15,4968,1,1
192.168.1.51,/login,117,2,584,0,1
192.168.1.238,/products,82,11,4717,0,0
192.168.1.51,/login,5,19,3242,1,1
192.168.1.4,/login,84,10,2355,1,0
192.168.1.155,/payment,75,2,4138,0,0
192.168.1.97,/login,8,3,3573,0,0
192.168.1.74,/profile,56,14,1073,1,1
192.168.1.50,/payment,20,8,2024,0,0
192.168.1.213,/profile,22,5,1281,1,0
192.168.1.161,/payment,91,17,1672,0,1
192.168.1.34,/payment,31,17,4302,0,1
192.168.1.221,/payment,86,20,2564,0,1
192.168.1.252,/payment,7,15,2387,1,1
192.168.1.106,/products,73,0,406,0,0
192.168.1.241,/cart,28,11,1137,0,0
192.168.1.236,/payment,32,20,4211,1,1
192.168.1.106,/cart,65,15,4735,0,0
192.168.1.1,/payment,51,9,3510,0,0
192.168.1.6,/products,105,6,2943,1,1
192.168.1.2,/products,31,0,3685,0,0
192.168.1.51,/profile,74,7,4467,1,0
192.168.1.125,/cart,91,19,3317,0,1
192.168.1.124,/cart,95,2,2558,0,1
192.168.1.12,/profile,51,9,982,0,0
192.168.1.37,/login,96,12,1900,1,1
192.168.1.169,/profile,88,1,4628,1,0
192.168.1.5,/profile,78,0,1342,1,0
192.168.1.66,/cart,50,10,4151,0,0
192.168.1.48,/profile,57,20,4688,1,1
192.168.1.97,/payment,75,15,631,0,1
192.168.1.184,/cart,99,7,3612,0,1
192.168.1.76,/payment,95,15,3969,0,1
192.168.1.221,/login,88,4,3645,1,0
192.168.1.36,/profile,117,8,3380,0,1
192.168.1.178,/profile,31,20,1670,1,1
192.168.1.72,/login,22,11,1699,0,0
192.168.1.174,/profile,110,16,2574,1,1
192.168.1.135,/login,6,15,3349,1,1
192.168.1.204,/products,15,20,1275,1,1
192.168.1.9,/profile,110,4,4217,1,1
192.168.1.38,/cart,28,18,1525,1,1
192.168.1.228,/login,48,15,2514,0,1
192.168.1.13,/cart,93,3,2957,0,1
192.168.1.255,/payment,107,0,2934,0,1
192.168.1.89,/products,68,19,3282,1,1
192.168.1.85,/products,24,6,3188,0,0
192.168.1.145,/payment,81,14,1218,1,1
192.168.1.237,/products,49,0,2971,1,0
192.168.1.34,/cart,79,4,2250,0,0
